score,gender,region,highest_education,imd_band,age_band,studied_credits,date_registration,late_ratio,completion_ratio,navigation_mean_click_interval,navigation_std_click_interval,navigation_mean_clicks,navigation_click_variance,input_mean_click_interval,input_std_click_interval,input_mean_clicks,input_click_variance,output_mean_click_interval,output_std_click_interval,output_mean_clicks,output_click_variance,early_score,late_score,mid_score,module_presentation
group1,F,North Western Region,A Level or Equivalent,10-20,0-35,90,-74.0,0.75,1.0,1.505813953488372,1.1622577998251742,5.040462427745664,1.060018943585858,7.366666666666666,9.271697137854103,16.548387096774192,3.793730913093736,2.098360655737705,2.2431155873636883,11.926829268292684,0.9967278205600298,51.666666666666664,27.5,19.0,CCC_2014B
group3,M,East Midlands Region,Lower Than A Level,60-70%,0-35,30,-22.0,0.5,1.0,4.754716981132075,5.40976915609216,8.555555555555555,0.9052795801477115,7.096774193548387,11.361792225729406,12.4375,1.0755060270927215,9.625,12.6930741128689,22.84,1.2142729239003638,47.0,66.5,60.0,CCC_2014B
group1,M,South East Region,HE Qualification,90-100%,35-55,60,-22.0,0.5,1.0,1.446927374301676,1.055339047857053,5.705555555555556,0.9999819857317499,4.053571428571429,5.299810092162455,3.1228070175438596,1.4657000828054034,1.6830985915492958,1.1321837200853802,23.944055944055943,1.8643759538044367,65.33333333333333,55.0,67.0,CCC_2014B
group3,M,East Anglian Region,Lower Than A Level,50-60%,0-35,60,-28.0,0.875,1.0,2.443396226415094,3.672498017579926,6.252336448598131,1.0065974462997056,4.784313725490196,6.9435256908582,5.846153846153846,1.842105263157895,3.9692307692307693,6.351597315757545,31.939393939393938,1.8187333636649567,93.33333333333333,88.5,94.0,CCC_2014B
group3,M,London Region,A Level or Equivalent,30-40%,0-35,90,-46.0,0.6666666666666666,0.75,2.1880341880341883,1.437980048370198,3.7796610169491527,0.9396090298625143,7.454545454545454,7.293365602942295,2.411764705882353,1.1946240874398497,3.8484848484848486,3.0896473497667567,11.432835820895523,1.6439686070352593,91.5,75.5,76.0,CCC_2014B
group3,M,Scotland,Post Graduate Qualification,80-90%,35-55,60,-29.0,0.5,1.0,5.95,7.455681021018768,4.804878048780488,0.8276758319817985,6.076923076923077,7.098497303486939,6.375,1.5019915012473606,11.777777777777779,16.972488311297322,21.42105263157895,0.7141640180476605,72.66666666666667,70.0,78.33333333333333,CCC_2014B
group1,M,South Region,HE Qualification,40-50%,35-55,60,-123.0,0.75,1.0,3.436619718309859,3.504007478653946,5.180555555555555,1.1127491098835454,5.066666666666666,6.450510902951092,14.23913043478261,1.962820317220209,6.833333333333333,10.648241989702543,37.67741935483871,1.0634271643735482,80.66666666666667,65.0,75.33333333333333,CCC_2014B
group1,F,South Region,A Level or Equivalent,10-20,0-35,120,-79.0,1.0,0.5,4.046875,3.4934391455258047,3.169230769230769,0.912104790800625,13.5,12.467605081593987,8.0,2.222048604328897,11.166666666666666,18.359962834769508,26.68421052631579,0.847189979079679,78.0,61.0,88.0,CCC_2014B
group1,M,East Midlands Region,HE Qualification,90-100%,35-55,60,-22.0,0.8333333333333334,0.75,6.742857142857143,6.6081182564143255,5.027777777777778,0.8126431424791611,8.772727272727273,9.355069001205496,2.391304347826087,1.0298038006186394,14.533333333333333,14.865428092757785,19.3125,0.7683954738241919,65.33333333333333,40.5,67.0,CCC_2014B
group1,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,60,-85.0,0.7142857142857143,0.875,5.042553191489362,6.759719079603282,3.4166666666666665,1.098102847267359,13.705882352941176,16.769632918919072,2.5555555555555554,0.905768115478246,11.444444444444445,15.170490791324887,16.68421052631579,1.2320378987645946,63.333333333333336,51.0,62.5,CCC_2014B
